"Name","OVR","PAC","SHO","PAS","DRI","DEF","PHY","Acceleration","Sprint.Speed","Positioning","Finishing","Shot.Power","Long.Shots","Volleys","Penalties","Vision","Crossing","Free.Kick.Accuracy","Short.Passing","Long.Passing","Curve","Dribbling","Agility","Balance","Reactions","Ball.Control","Composure","Interceptions","Heading.Accuracy","Def.Awareness","Standing.Tackle","Sliding.Tackle","Jumping","Stamina","Strength","Aggression","Position","Weak.foot","Skill.moves","Preferred.foot","Height","Weight","Alternative.positions","Age","Nation","League","Team","url","GK.Diving","GK.Handling","GK.Kicking","GK.Positioning","GK.Reflexes","gender"
"Malek Al Abdulmunem",55,74,52,38,56,19,51,72,75,56,54,50,47,55,49,44,34,32,41,30,34,55,70,63,53,53,43,17,55,16,12,12,68,32,60,46,"ST",3,2,"Right",185,77,"",26,"Saudi Arabia","ROSHN Saudi League","Al Fayha","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/malek-al-abdulmunem/255836",NA,NA,NA,NA,NA,"M"
"Sultan Al Akouz",55,68,46,52,54,31,45,66,69,49,48,49,43,33,40,49,53,42,56,52,43,54,57,70,48,53,42,29,33,32,34,24,40,50,48,33,"LM",3,2,"Left",177,65,"LW",23,"Saudi Arabia","ROSHN Saudi League","Al Wehda","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sultan-al-akouz/269686",NA,NA,NA,NA,NA,"M"
"Mohammed Al Aqeel",55,61,37,55,56,54,55,59,62,51,33,45,37,28,45,57,50,49,57,57,46,55,55,65,55,57,47,55,47,55,53,54,52,60,56,48,"CM",3,2,"Right",177,65,"CDM",27,"Saudi Arabia","ROSHN Saudi League","Al Riyadh","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mohammed-al-aqeel/276114",NA,NA,NA,NA,NA,"M"
"Mohammed Al Aqel",55,71,52,46,57,24,54,72,70,53,54,50,50,44,56,48,44,39,50,40,43,58,58,63,52,57,49,21,51,19,22,19,62,55,57,45,"RM",3,2,"Right",182,71,"LM, ST, RW",24,"Saudi Arabia","ROSHN Saudi League","Al Riyadh","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mohammed-al-aqel/263403",NA,NA,NA,NA,NA,"M"
"Abdulrahman Al Enazi",55,67,35,55,60,47,56,69,65,39,35,41,32,25,30,57,54,42,55,59,58,56,69,81,51,62,56,53,40,44,49,48,55,69,50,56,"CM",4,2,"Right",172,69,"RM",26,"Saudi Arabia","ROSHN Saudi League","Al Orobah","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdulrahman-al-enazi/277454",NA,NA,NA,NA,NA,"M"
"Abdulaziz Al Hotailah",55,68,49,52,57,35,50,67,68,52,51,48,47,38,45,54,49,44,56,53,42,57,60,70,50,56,52,33,42,35,34,37,43,55,49,46,"CAM",3,3,"Left",175,62,"LM",26,"Saudi Arabia","ROSHN Saudi League","Al Okhdood","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdulaziz-al-hotailah/275559",NA,NA,NA,NA,NA,"M"
"Osama Al Mermish",55,56,51,50,59,39,50,40,37,NA,NA,38,NA,NA,13,34,12,11,19,25,13,NA,41,46,55,12,36,14,13,NA,12,10,50,20,54,20,"GK",3,1,"Right",182,67,"",21,"Saudi Arabia","ROSHN Saudi League","Al Ittihad","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/osama-al-mermish/271569",56,51,50,50,59,"M"
"Abdulaziz Al Ouwiradi",55,57,51,51,58,36,56,34,39,NA,NA,38,11,NA,13,38,10,10,27,22,13,12,33,53,47,15,37,10,10,NA,10,14,47,25,53,23,"GK",3,1,"Left",182,76,"",22,"Saudi Arabia","ROSHN Saudi League","Al Riyadh","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdulaziz-al-ouwiradi/276673",57,51,51,56,58,"M"
"Abdulrahman Al Riou",55,67,28,46,52,53,62,66,67,40,31,21,25,29,35,43,51,31,49,45,33,49,63,64,50,50,53,52,52,51,57,53,67,42,72,60,"LB",2,2,"Left",189,78,"CB",30,"Saudi Arabia","ROSHN Saudi League","Al Okhdood","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdulrahman-al-riou/235479",NA,NA,NA,NA,NA,"M"
"Abdulrahman Al Sanbi",55,56,54,52,57,43,56,45,40,NA,NA,39,13,NA,14,42,10,13,25,28,12,12,34,46,46,13,33,NA,15,NA,10,NA,44,28,44,26,"GK",3,1,"Right",181,80,"",23,"Saudi Arabia","ROSHN Saudi League","Al Ahli","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdulrahman-al-sanbi/263867",56,54,52,56,57,"M"
"Yaseen Al Zubaidi",55,66,43,50,57,28,39,64,68,51,47,45,35,34,40,54,51,34,52,48,42,57,66,75,49,55,44,27,34,26,29,26,33,45,38,34,"LM",3,2,"Left",176,63,"RM, LW",21,"Saudi Arabia","ROSHN Saudi League","Al Ahli","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yaseen-al-zubaidi/277475",NA,NA,NA,NA,NA,"M"
"Iker Aldai",55,55,25,44,39,56,55,54,56,22,23,37,19,15,32,25,52,23,54,47,27,27,40,62,56,48,43,55,52,52,63,57,51,57,54,54,"CB",3,2,"Right",182,75,"",21,"Spain","LALIGA HYPERMOTION","SD Eibar","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/iker-aldai/278527",NA,NA,NA,NA,NA,"M"
"Isak Alemayehu",55,67,48,51,64,41,52,70,65,49,45,52,51,48,49,52,41,44,57,55,43,65,72,72,46,64,55,37,51,36,43,45,51,65,47,46,"CM",3,3,"Right",177,70,"",17,"Sweden","Allsvenskan","Djurgårdens IF","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/isak-alemayehu/272965",NA,NA,NA,NA,NA,"M"
"Naif Almas",55,59,26,33,35,53,68,53,64,26,21,37,25,23,32,35,23,24,40,32,26,28,35,65,50,38,37,51,50,54,54,52,74,54,76,63,"CB",3,2,"Right",177,73,"",24,"Saudi Arabia","ROSHN Saudi League","Al Fayha","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/naif-almas/246837",NA,NA,NA,NA,NA,"M"
"Matías Alvarado",55,66,53,43,59,22,47,69,64,57,60,49,43,42,47,52,49,39,40,36,37,63,60,68,39,56,47,21,34,19,20,26,45,50,53,30,"RM",2,2,"Left",178,74,"LM, RW",21,"Chile","Sudamericana","Coquimbo Unido","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matias-alvarado/71719",NA,NA,NA,NA,NA,"M"
"Eugene Amankwah",55,71,32,48,50,48,53,70,72,49,21,49,35,40,32,40,49,35,54,48,42,45,59,65,50,52,45,48,42,44,52,50,47,58,51,54,"LB",4,2,"Left",180,70,"",19,"Ghana","3F Superliga","AaB","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eugene-amankwah/73372",NA,NA,NA,NA,NA,"M"
"Viktor Andersson",55,54,55,56,59,27,53,27,26,NA,NA,42,NA,NA,16,45,10,13,17,26,14,10,48,44,48,14,23,15,14,NA,12,11,54,28,65,28,"GK",3,1,"Right",189,84,"",20,"Sweden","Allsvenskan","IFK Värnamo","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/viktor-andersson/270575",54,55,56,53,59,"M"
"Enzo Andrén",55,62,47,52,56,35,53,63,62,56,48,51,43,36,40,53,52,34,57,53,32,54,56,75,55,56,51,36,41,29,37,41,45,51,52,59,"CAM",3,2,"Right",175,69,"",19,"Sweden","Allsvenskan","IF Elfsborg","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/enzo-andren/71307",NA,NA,NA,NA,NA,"M"
"Mayowa Animasahun",55,54,21,40,35,55,64,53,54,22,19,25,18,18,30,28,29,22,55,47,20,30,51,51,45,30,44,57,57,54,53,53,63,54,70,62,"CB",2,2,"Right",184,76,"",21,"Republic of Ireland","SSE Airtricity PD","Dundalk","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mayowa-animasahun/264151",NA,NA,NA,NA,NA,"M"
"Oskar Annell",55,56,60,52,55,29,58,27,33,NA,NA,39,NA,NA,15,33,14,14,23,21,11,NA,29,23,31,12,34,NA,10,NA,12,12,52,19,64,20,"GK",3,1,"Right",190,76,"",19,"Belgium","1A Pro League","KV Mechelen","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/oskar-annell/277207",56,60,52,58,55,"M"
"Ethon Archer",55,85,44,48,63,29,53,88,82,41,42,51,43,41,41,45,43,39,52,51,48,61,84,83,54,59,58,21,32,32,31,31,55,69,53,33,"CAM",3,2,"Right",173,65,"RM",22,"England","EFL League Two","Cheltenham Town","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ethon-archer/73159",NA,NA,NA,NA,NA,"M"
"Muhammed Eren Arıkan",55,61,34,41,56,53,50,66,56,48,33,31,35,29,35,42,52,34,38,34,41,64,59,62,51,44,42,49,46,50,60,58,46,64,45,48,"LB",2,2,"Left",174,69,"",19,"Turkey","Trendyol Süper Lig","Kayserispor","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/muhammed-eren-ar-kan/277765",NA,NA,NA,NA,NA,"M"
"Nóel Arnórsson",55,64,36,48,51,54,57,63,65,35,32,49,28,48,31,35,49,32,56,50,47,49,48,56,55,56,43,54,52,53,56,53,60,56,61,46,"CB",2,2,"Left",187,73,"LB",17,"Iceland","3F Superliga","AaB","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/noel-arnorsson/73127",NA,NA,NA,NA,NA,"M"
"Ahmedin Avdic",55,64,54,53,56,39,48,62,65,53,55,57,54,49,48,54,51,50,55,53,49,56,55,65,54,56,54,33,43,49,32,35,45,50,51,39,"CAM",3,2,"Right",183,67,"",20,"Switzerland","CSSL","Yverdon Sport FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ahmedin-avdic/73564",NA,NA,NA,NA,NA,"M"
"Daniel Bąk",55,64,56,45,57,22,49,69,59,54,56,55,57,48,66,53,31,32,52,37,49,59,61,67,51,54,51,18,48,21,21,13,55,52,55,31,"ST",3,2,"Right",181,71,"",18,"Poland","PKO BP Ekstraklasa","Korona Kielce","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-bak/278908",NA,NA,NA,NA,NA,"M"
"Moritz Bangerter",55,65,41,54,52,49,60,66,64,43,38,46,44,31,43,50,49,41,62,55,36,48,51,48,51,59,52,50,46,47,50,53,59,57,68,46,"CDM",3,2,"Right",192,82,"CM",19,"Germany","3. Liga","1860 München","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/moritz-bangerter/70202",NA,NA,NA,NA,NA,"M"
"Norbert Barczak",55,65,39,52,49,46,58,63,67,47,32,52,36,41,48,45,52,40,57,54,43,45,56,61,52,53,40,43,48,40,50,53,54,68,56,53,"RB",2,2,"Right",183,75,"",19,"Poland","PKO BP Ekstraklasa","Górnik Zabrze","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/norbert-barczak/278974",NA,NA,NA,NA,NA,"M"
"Vincy Barretto",55,90,46,48,56,24,47,88,91,46,49,47,39,40,50,45,52,36,48,48,47,55,71,74,40,54,45,17,33,25,25,26,56,39,54,38,"RM",3,2,"Right",170,57,"LM, RW",24,"India","ISL","Chennaiyin FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vincy-barretto/263224",NA,NA,NA,NA,NA,"M"
"Jay Benn",55,70,25,46,53,49,58,71,70,45,24,22,23,28,35,44,49,28,51,39,41,51,67,70,52,52,42,51,47,49,50,48,59,60,59,53,"RB",3,2,"Right",177,73,"",23,"England","EFL League One","Lincoln City","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jay-benn/270720",NA,NA,NA,NA,NA,"M"
"Kevin Berkoe",55,78,28,36,50,51,60,75,80,46,30,27,20,20,31,39,45,32,35,28,30,47,73,52,50,48,40,52,45,49,54,55,63,58,64,54,"LB",3,2,"Left",178,69,"",23,"England","EFL League Two","Salford City","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-berkoe/248815",NA,NA,NA,NA,NA,"M"
"Léo Besson",55,60,54,57,58,22,54,18,29,NA,NA,43,NA,10,17,25,12,15,23,26,12,15,40,35,38,19,37,14,12,NA,11,13,46,19,55,25,"GK",2,1,"Right",187,71,"",21,"Kosovo","CSSL","Servette FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leo-besson/276665",60,54,57,54,58,"M"
"Bryant Bilongo",55,64,29,33,49,54,48,64,64,51,28,24,30,30,34,34,49,28,28,25,32,54,51,73,54,37,37,47,48,50,63,57,40,64,38,54,"LB",3,2,"Left",180,62,"",22,"England","EFL League One","Bristol Rovers","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bryant-bilongo/273535",NA,NA,NA,NA,NA,"M"
"Jay Bird",55,68,51,45,54,32,64,67,69,54,54,50,49,42,50,46,38,39,51,39,43,52,64,59,51,54,50,33,55,31,27,21,70,61,72,44,"ST",3,2,"Right",186,70,"",23,"England","EFL League One","Exeter City","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jay-bird/252549",NA,NA,NA,NA,NA,"M"
"Nathanael Blair",55,80,51,36,50,28,68,76,84,51,53,58,43,46,51,41,31,30,40,30,34,47,59,65,50,50,46,25,52,24,29,23,77,57,79,54,"ST",3,2,"Right",180,75,"",20,"Australia","A-League","Perth Glory","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nathanael-blair/270121",NA,NA,NA,NA,NA,"M"
"Iker Blanco",55,57,50,57,59,26,53,26,25,NA,NA,43,NA,NA,21,39,10,13,31,32,10,NA,20,32,44,10,39,12,15,NA,11,12,42,23,46,23,"GK",2,1,"Right",186,77,"",18,"Colombia","Sudamericana","Indep. Medellín","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/iker-blanco/71591",57,50,57,53,59,"M"
"Zak Bradshaw",55,60,26,44,49,53,61,57,62,31,21,38,21,31,34,38,46,23,49,48,32,47,52,60,49,49,44,52,55,51,56,54,62,58,63,60,"LB",2,2,"Left",188,70,"CDM",20,"England","EFL League Two","Tranmere Rovers","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/zak-bradshaw/70836",NA,NA,NA,NA,NA,"M"
"Jack Brady",55,55,55,54,55,38,54,37,40,15,15,41,14,15,20,41,30,29,43,49,20,15,51,42,44,30,37,25,25,15,16,19,52,39,51,27,"GK",2,1,"Right",182,74,"",27,"Republic of Ireland","SSE Airtricity PD","Galway United","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jack-brady/244701",55,55,54,54,55,"M"
"Magnus Brøndbo",55,57,54,55,57,34,54,34,35,NA,NA,41,NA,NA,19,40,12,12,33,33,10,16,39,58,45,25,35,10,11,10,10,14,47,30,52,25,"GK",2,1,"Right",188,76,"",19,"Norway","Eliteserien","FK Bodø/Glimt","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/magnus-br-ndbo/273044",57,54,55,54,57,"M"
"Richard Brush",55,53,55,54,53,51,56,51,52,16,17,41,12,17,19,36,16,14,23,43,10,11,52,49,48,17,57,18,10,18,13,10,57,25,59,36,"GK",3,1,"Right",185,86,"",39,"England","SSE Airtricity PD","Sligo Rovers","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/richard-brush/138431",53,55,54,56,53,"M"
"Rumarn Burrell",55,75,54,37,55,16,57,76,75,47,59,52,49,36,61,46,32,31,39,31,39,55,54,73,52,53,48,17,49,11,11,13,67,51,69,34,"ST",3,2,"Right",185,76,"",23,"England","EFL League One","Burton Albion","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rumarn-burrell/252330",NA,NA,NA,NA,NA,"M"
"Mario Butros",55,55,45,51,57,42,57,54,56,58,41,56,42,33,41,56,42,30,58,54,33,55,61,64,58,56,55,50,52,32,41,48,51,64,54,57,"CM",3,2,"Right",181,74,"",21,"Sweden","Allsvenskan","Brommapojkarna","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mario-butros/71153",NA,NA,NA,NA,NA,"M"
"Hayden Cann",55,54,24,44,40,55,65,55,53,22,25,26,18,20,30,45,31,28,51,56,25,35,45,46,46,43,42,56,55,54,54,54,66,63,71,50,"CB",3,2,"Right",189,81,"",20,"England","SSE Airtricity PD","Dundalk","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hayden-cann/259234",NA,NA,NA,NA,NA,"M"
"Linus Carlstrand",55,69,54,40,54,20,59,68,69,57,58,52,48,40,54,46,31,34,48,32,31,53,63,54,48,56,48,14,47,13,24,18,60,50,67,48,"ST",3,2,"Right",184,79,"RM",20,"Sweden","Allsvenskan","IFK Göteborg","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/linus-carlstrand/270503",NA,NA,NA,NA,NA,"M"
"Jacob Carney",55,54,56,50,58,32,53,30,34,NA,NA,38,NA,NA,11,29,11,10,15,23,12,NA,45,50,44,16,27,10,12,NA,12,13,42,18,45,21,"GK",3,1,"Right",188,75,"",23,"England","EFL League Two","Newport County","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jacob-carney/257469",54,56,50,53,58,"M"
"Jacob Castro",55,56,60,53,56,43,51,42,45,NA,NA,40,NA,NA,13,26,13,11,26,28,13,13,37,30,44,19,23,14,14,10,13,15,59,19,67,30,"GK",2,1,"Right",193,86,"",24,"United States","MLS","Sounders FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jacob-castro/272755",56,60,53,51,56,"M"
"Souvik Chakrabarti",55,59,43,47,54,52,69,64,54,39,39,51,47,39,36,46,43,37,52,49,42,52,66,65,48,52,48,56,45,57,49,48,58,71,68,73,"RB",4,2,"Right",171,70,"CDM, CM",33,"India","ISL","East Bengal","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/souvik-chakrabarti/248177",NA,NA,NA,NA,NA,"M"
"Cheng Changcheng",55,56,55,39,51,31,68,58,54,53,57,62,47,44,55,51,33,32,40,33,31,51,47,65,49,48,55,28,66,31,25,20,75,60,76,57,"ST",3,2,"Right",182,80,"",33,"China PR","CSL","Changchun Yatai","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cheng-changcheng/221980",NA,NA,NA,NA,NA,"M"
"Ayush Chhetri",55,54,44,50,56,49,60,51,56,34,46,53,38,28,40,48,34,35,60,58,37,53,65,69,51,56,47,43,43,48,55,54,47,64,61,58,"CDM",4,2,"Right",176,68,"CM",21,"India","ISL","FC Goa","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ayush-chhetri/271011",NA,NA,NA,NA,NA,"M"
"Choi Geon Ju",55,84,55,48,60,22,40,82,86,59,60,55,47,52,50,46,49,35,53,40,45,63,77,70,46,55,41,15,35,21,23,20,42,40,35,52,"ST",3,3,"Right",175,64,"LW, LM",25,"Korea Republic","K League 1","Daejeon","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/choi-geon-ju/255245",NA,NA,NA,NA,NA,"M"
"Adam Chojecki",55,63,37,52,53,52,56,64,62,49,31,52,33,38,42,50,44,41,59,56,40,51,60,65,48,55,46,51,47,52,55,52,53,62,55,53,"CDM",3,2,"Right",180,75,"CM",19,"Poland","PKO BP Ekstraklasa","Korona Kielce","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adam-chojecki/279020",NA,NA,NA,NA,NA,"M"
"Makan Winkle Chothe",55,72,46,52,60,21,38,86,61,46,47,48,43,39,48,54,51,39,55,52,46,59,77,76,41,58,43,21,33,16,22,20,44,34,36,46,"CAM",3,2,"Left",169,58,"RM, LM",24,"India","ISL","Mohammedan SC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/makan-winkle-chothe/257684",NA,NA,NA,NA,NA,"M"
"Farukh Choudhary",55,74,46,51,55,39,58,78,71,52,52,44,35,48,45,50,52,36,53,52,43,52,84,66,50,51,51,37,49,31,44,42,72,48,59,63,"LM",3,3,"Right",180,74,"RM, ST, LW",27,"India","ISL","Chennaiyin FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/farukh-choudhary/248319",NA,NA,NA,NA,NA,"M"
"Joel Colwill",55,56,45,54,58,52,50,58,55,52,45,48,44,42,42,49,53,40,59,57,56,58,57,57,53,61,55,50,50,49,55,53,51,50,51,48,"CM",2,2,"Right",178,67,"",19,"Wales","EFL League Two","Cheltenham Town","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joel-colwill/277584",NA,NA,NA,NA,NA,"M"
"Cameron Congreve",55,63,49,55,61,45,51,62,63,48,47,55,51,41,47,57,49,61,57,54,51,62,61,63,56,61,57,51,37,46,45,42,44,55,54,38,"CM",3,2,"Left",180,70,"RW",20,"Wales","EFL League Two","Bromley FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cameron-congreve/268306",NA,NA,NA,NA,NA,"M"
"George Cooper",55,65,34,41,48,54,60,65,65,25,33,40,30,33,35,32,31,28,54,43,26,43,61,61,49,49,48,54,53,54,54,54,63,58,67,45,"CB",2,2,"Right",188,77,"",21,"England","EFL League One","Mansfield Town","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/george-cooper/262636",NA,NA,NA,NA,NA,"M"
"Michel Dammeier",55,57,36,51,51,52,60,58,56,40,32,48,33,28,40,51,44,35,59,51,37,51,52,53,56,49,48,52,49,49,56,52,55,61,62,54,"CDM",2,2,"Right",182,75,"CM",20,"Germany","3. Liga","Hannover 96 II","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/michel-dammeier/72681",NA,NA,NA,NA,NA,"M"
"Antoine De Bodt",55,59,41,56,53,54,49,55,62,51,42,47,33,29,40,58,48,37,62,63,38,52,56,68,52,53,45,52,52,56,54,52,47,48,46,56,"CM",3,2,"Right",180,70,"RM",24,"Belgium","1A Pro League","FCV Dender EH","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/antoine-de-bodt/72647",NA,NA,NA,NA,NA,"M"
"Finn Delap",55,64,24,34,37,55,66,63,64,21,22,31,20,24,32,35,26,24,39,34,27,29,55,60,52,36,44,54,55,55,56,54,69,64,72,52,"CB",2,2,"Right",182,75,"",19,"England","EFL League One","Burton Albion","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/finn-delap/276060",NA,NA,NA,NA,NA,"M"
"Matias Delgadillo",55,63,38,43,52,51,62,65,61,54,34,38,40,42,49,35,52,45,39,55,38,58,55,63,59,40,40,55,45,50,50,56,59,57,68,55,"RB",3,2,"Right",181,80,"LB, LM",19,"Bolivia","Sudamericana","Wilstermann","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matias-delgadillo/72673",NA,NA,NA,NA,NA,"M"
"Luke Dennison",55,57,56,54,58,21,53,19,23,NA,NA,41,NA,NA,18,49,10,14,26,17,12,12,21,26,36,19,33,NA,13,NA,10,11,51,23,64,16,"GK",2,1,"Right",190,86,"",28,"United States","SSE Airtricity PD","Drogheda United","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luke-dennison/261284",57,56,54,53,58,"M"
"Emir Derviskadic",55,67,45,49,55,52,57,66,67,56,42,58,41,37,40,50,39,41,57,52,37,54,60,80,56,51,49,52,46,51,53,58,51,61,53,61,"CDM",3,2,"Right",172,68,"",20,"Norway","Eliteserien","FK Haugesund","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emir-derviskadic/71862",NA,NA,NA,NA,NA,"M"
"Gora Diouf",55,61,27,41,52,53,61,52,68,22,22,40,30,15,25,35,31,27,53,43,30,49,62,54,54,53,50,48,54,57,51,51,58,55,65,60,"CB",2,2,"Left",185,75,"LB",20,"Senegal","CSSL","FC Sion","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gora-diouf/275027",NA,NA,NA,NA,NA,"M"
"Hamish Douglas",55,65,25,44,48,53,63,63,67,23,17,40,27,15,33,44,35,38,47,49,48,44,57,47,50,52,48,53,55,53,54,51,65,57,68,58,"CB",3,2,"Right",188,80,"CDM",19,"England","EFL League One","Rotherham Utd","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hamish-douglas/277613",NA,NA,NA,NA,NA,"M"
"Seiminlen Doungel",55,80,53,48,55,30,68,79,80,50,52,58,51,55,48,47,50,45,50,46,47,53,74,71,46,50,49,30,44,27,30,27,71,68,65,77,"RW",4,2,"Right",172,69,"RM, ST",30,"India","ISL","Jamshedpur FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/seiminlen-doungel/247627",NA,NA,NA,NA,NA,"M"
"James Edmondson",55,68,44,52,55,50,55,69,67,46,42,51,46,31,38,53,46,38,58,55,44,51,68,71,55,54,53,51,48,46,53,50,52,63,51,56,"CDM",3,2,"Right",176,67,"CM",18,"England","EFL Championship","Blackburn Rovers","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/james-edmondson/278317",NA,NA,NA,NA,NA,"M"
"Deniz Ertaş",55,60,52,51,56,23,52,23,24,NA,NA,38,NA,NA,17,22,14,14,17,22,10,NA,29,39,50,13,33,NA,10,NA,12,12,33,26,35,16,"GK",2,1,"Right",193,77,"",19,"Turkey","Trendyol Süper Lig","Konyaspor","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/deniz-ertas/278024",60,52,51,52,56,"M"
"Logan Farrington",55,59,55,32,48,22,63,58,59,54,55,62,51,43,53,41,22,26,38,24,30,45,53,52,54,48,49,19,66,18,14,16,69,54,69,58,"ST",4,2,"Right",188,79,"",22,"United States","MLS","FC Dallas","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/logan-farrington/71257",NA,NA,NA,NA,NA,"M"
"César Flores",55,56,58,44,51,45,58,60,53,55,59,60,57,45,59,46,33,66,47,35,55,46,55,70,56,55,42,44,49,33,55,45,56,62,60,50,"ST",3,2,"Right",174,76,"",18,"Bolivia","Sudamericana","Wilstermann","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cesar-flores/71643",NA,NA,NA,NA,NA,"M"
"Brandon Forbes",55,65,55,50,59,28,40,62,67,50,55,62,54,41,52,50,47,60,52,41,55,58,61,73,50,59,54,25,41,25,30,24,36,41,44,29,"LW",3,3,"Right",178,70,"ST, LM",18,"Scotland","Scottish Prem","Dundee United","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brandon-forbes/73839",NA,NA,NA,NA,NA,"M"
"Joseph Forde",55,72,35,47,57,48,58,74,71,39,36,41,29,26,32,44,48,33,52,42,42,56,72,70,47,54,48,45,38,46,54,54,54,62,59,49,"LB",3,3,"Right",178,70,"",21,"Australia","SSE Airtricity PD","Waterford","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joseph-forde/268405",NA,NA,NA,NA,NA,"M"
"Gustav Fraulo",55,67,43,53,52,47,58,66,67,52,41,49,45,32,40,59,39,39,59,57,39,49,59,63,51,56,38,52,44,39,52,47,53,55,61,54,"CM",3,2,"Right",183,75,"",19,"Denmark","3F Superliga","Lyngby BK","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gustav-fraulo/70575",NA,NA,NA,NA,NA,"M"
"Gabriel Fuentes",55,58,54,53,57,22,51,25,18,NA,NA,40,NA,NA,13,33,10,11,27,17,13,14,30,39,50,14,22,10,13,NA,10,11,49,23,56,18,"GK",3,1,"Right",188,88,"",21,"Chile","Libertadores","Palestino","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gabriel-fuentes/256599",58,54,53,51,57,"M"
"Julian Gaines",55,66,24,44,51,50,58,66,66,46,21,24,20,27,38,42,47,28,48,41,38,51,53,68,46,50,39,55,43,45,55,50,50,65,57,54,"RB",2,2,"Right",178,73,"",21,"United States","MLS","Nashville SC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julian-gaines/264366",NA,NA,NA,NA,NA,"M"
